job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,posted_date,source_platform
Boardgame Master,Ludoria,"Kab. Tangerang,Banten",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal SMA/SMK,Communication Skills | +3,3 hari yang lalu,glints
Shisha Master,PT. Dapur Tanpa Batas,"Kab. Badung,Bali","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Customer Service,5 hari yang lalu,glints
GAME MASTER,Board Game Academy,"Surabaya,Jawa Timur","Rp 1,5 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Google Ads | +6 | Game Community Operation,5 hari yang lalu,glints
NAIL MASTER,ULALA NAILS,"Kab. Badung,Bali",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Beauty Treatments | +5,6 hari yang lalu,glints
Master Teacher,Homeschooling KITA,"Denpasar,Bali","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Teaching Junior High School,20 hari yang lalu,glints
Master Teacher,Brain Academy by Ruangguru Ende,"Kab. Ende,Nusa Tenggara Timur",Rp 1 jt-2 jt,Freelance,Not Specified,Minimal Sarjana (S1),Communication Skills | Classroom Management | +3,11 hari yang lalu,glints
SHISHA MASTER,PT SHISHA SUKA BALI,"Kab. Badung,Bali","Rp 3,8 jt-6 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Communication Skills | English Language,16 hari yang lalu,glints
Shisha Master,El Kabron Bali Beach Club,"Kab. Badung,Bali",Rp 10 jt-14 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,English Language | +3,17 hari yang lalu,glints
MASTER PLANNER,PT. DKV PRINTING INDONESIA,"Kab. Kendal,Jawa Tengah",Rp 5 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Film & Video Production,24 hari yang lalu,glints
MASTER TEACHER SD,Homeschooling Kak Seto Depok,"Depok,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Teamwork | Science | Mathematics,5 hari yang lalu,glints
Master of Ceremony,Fida Bintang Bersinar,"Surabaya,Jawa Timur",Rp 4 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Host | Time Management,2 hari yang lalu,glints
Freelance Master Ceremony,Kreen Indonesia,"Tangerang,Banten",Tidak Ditampilkan,Freelance,Not Specified,Minimal SMA/SMK,+1 | percaya diri | Time Management,5 hari yang lalu,glints
BARISTA & GAME MASTER,Alisted Boardgame Cafe,"Jakarta Utara,DKI Jakarta",Rp 1 jt-2 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Public Speaking | Communication | +1,5 hari yang lalu,glints
Master of Ceremony,Chayon Online Course,"Jakarta Timur,DKI Jakarta",Rp 1 jt,Paruh Waktu,Not Specified,Minimal SMA/SMK,+2 | Storytelling | Remote/Dari rumah,22 hari yang lalu,glints
Master Game Tour,Kili Kili Adventure,"Jakarta Timur,DKI Jakarta",Rp 1 jt-2 jt,Freelance,1–3 tahun,Minimal SMA/SMK,+5 | Team Building,10 hari yang lalu,glints
Master Teacher Ekonomi (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,7 hari yang lalu,glints
Master Teacher Fisika (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,7 hari yang lalu,glints
Master Teacher Biologi (Bali),Brain Academy Ruangguru Tabanan Ir. Soekarno,"Kab. Tabanan,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Customer Service,7 hari yang lalu,glints
Master of Ceremony (MC),PT Quality Games Indonesia,"Surabaya,Jawa Timur","Rp 4,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),Event Management | +3,12 hari yang lalu,glints
Master Teacher English Academy Cilacap,Ruangguru,"Kab. Cilacap,Jawa Tengah",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),English Language | +3,23 hari yang lalu,glints
Master Teacher Brain Academy - Konawe,Ruangguru,"Kab. Konawe,Sulawesi Tenggara",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),Teaching High School Social | +3,26 hari yang lalu,glints
Master Teacher Matematika (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Student Counseling | +7,6 hari yang lalu,glints
Master Teacher Kimia (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Student Counseling | +7,7 hari yang lalu,glints
Master Teacher Fisika (Bali),Brain Academy Ruangguru Jembrana,"Kab. Jembrana,Bali","Rp 1,5 jt-3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Communication Skills,7 hari yang lalu,glints
Master Teacher English Academy Purwokerto - Kombas,Ruangguru,"Kab. Banyumas,Jawa Tengah",Tidak Ditampilkan,Paruh Waktu,1–3 tahun,Minimal Sarjana (S1),Language Teaching | +3,11 hari yang lalu,glints
Master Teacher Matematika Brain Academy - Lahat,Ruangguru,"Kab. Lahat,Sumatera Selatan",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+4 | English Language | Teaching High School Science,11 hari yang lalu,glints
Product Owner,PT Rahadhyan International Capital Haven,"Bandung,Jawa Barat","Rp 4,5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,11 hari yang lalu,glints
Digital Product Owner,PT. Barrans Global Mandiri,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Product Design,8 hari yang lalu,glints
Product Owner (B2C),Pt Mitra Seribu Saudara,"Jakarta Barat,DKI Jakarta","Rp 5,7 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Audio Products | +17,15 hari yang lalu,glints
Digital Product Owner,PT Hermes Solusi Integrasi,"Jakarta Selatan,DKI Jakarta",Rp 9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Stock Trading | +5,4 hari yang lalu,glints
Product Owner (Insurance),PT Unilabel Pakindo Jaya,"Jakarta Barat,DKI Jakarta",Rp 10 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Product Design,3 hari yang lalu,glints
Product Owner & Business Analyst,PT Kimu Andalan Nusantara,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Project Management,18 hari yang lalu,glints
Dokter - Product Owner PPDS Prep,Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Education Administration,5 hari yang lalu,glints
Dokter - Product Owner PPDS Prep (Hybrid),Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,10 hari yang lalu,glints
Dokter - Product Owner PPDS Prep (WFH),Asclepio,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,9 hari yang lalu,glints
Owner Surveyor,PT United Shipping Indonesia,"Surabaya,Jawa Timur",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,2 hari yang lalu,glints
Assistant owner,NOEMI BEAUTY SALON,"Kab. Badung,Bali",Rp 4 jt-5 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Leadership | +3 | Problem Solving,21 hari yang lalu,glints
Product Intern,Glints Taploker,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),+4 | Project Management | Content Marketing,Urgent11 hari yang lalu,glints
Product Specialist,PT. MULTIPARD MANDIRI,"Jakarta Timur,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Hybrid | Product Development,15 hari yang lalu,glints
Product Specialist,PT Buwana Mitra Semesta,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Excel | +14,2 hari yang lalu,glints
Product Specialist,GriyaNet Indonesia,"Malang,Jawa Timur","Rp 3,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Management Reporting,4 hari yang lalu,glints
Product Ops Specialist,Bvarta,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Post-launch | +5,19 hari yang lalu,glints
Product Specialist,PT Panca Wisesa Adhika,"Jakarta Pusat,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+10 | Architectural Design,8 hari yang lalu,glints
UI/UX Designer,PT Sellerpintar Digital Asia,"Kab. Sleman,DI Yogyakarta","Rp 2,6 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),UI Design | +6,Urgent5 hari yang lalu,glints
UI/UX Designer,LabMu,"Yogyakarta,DI Yogyakarta","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Usability Testing,25 hari yang lalu,glints
UI/UX Designer,Uprint.id,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Figma | +10,20 hari yang lalu,glints
UI/UX Designer,PT Mediatechindo,"Yogyakarta,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+9 | Remote/Dari rumah,2 hari yang lalu,glints
UI/UX Designer,PT Nextgen Inovasi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),Figma | +5,5 hari yang lalu,glints
Web UI/UX Designer,PT Mahada Group Internasional,"Bandung,Jawa Barat",Rp 2 jt-3 jt,Freelance,Not Specified,Minimal Diploma (D1 - D4),UI Design | Hybrid | +4,19 hari yang lalu,glints
UI/UX Designer,Ngonten Box,"Tangerang Selatan,Banten",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+8 | Adobe Photoshop,19 hari yang lalu,glints
UI/UX Designer,3dvanced Pte Ltd,"Yogyakarta,DI Yogyakarta",Rp 5 jt-10 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,2 hari yang lalu,glints
UI/UX Designer,Konten.com,"Tangerang,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Figma | +3,4 hari yang lalu,glints
UI/UX Designer,PT Reka Multi Aptika,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | UX Design,2 hari yang lalu,glints
Web UI/UX Designer,PT Tonjoo Gagas Teknologi,"Kab. Sleman,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Figma,Kemarin,glints
UI/UX Designer Intern,PT MITRA BERKAT DIGITAL,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Magang,1–3 tahun,Minimal Sarjana (S1),+6 | Prototyping,4 hari yang lalu,glints
Web UI/UX Designer,PT Mulia Cipta Indonesia,"Jakarta Barat,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | UX Design,16 hari yang lalu,glints
Web UI/UX Designer,PT. Mega Creative Promosindo Jogja,"Kab. Bantul,DI Yogyakarta",Rp 2 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | UX Design,29 hari yang lalu,glints
