job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,cluster_prediction
Site Engineer Struktur,PT Bernofarm Pharmaceutical,"Kab. Sidoarjo,Jawa Timur","Rp 5,2 jt-5,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | AutoCAD,0
QA Engineer,Integrasi Optimal Visitama (IOV),"Surabaya,Jawa Timur",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Quality Assurance,0
QA Engineer,Pt. Nusantara Berkah Digital,"Kab. Bantul,DI Yogyakarta",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Quality Assurance | +5,0
QA Engineer,PT KAJA INDO AERO,"Bekasi,Jawa Barat",Rp 9 jt-15 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,0
QA Engineer,PT Rahadhyan International Capital Haven,"Bandung,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Hybrid | +3,0
IT QA Engineer,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6,5 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Web Automation Testing,0
Software Testing / QA Engineer,AMDG Solutions,"Jakarta Barat,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | Remote/Dari rumah,2
QA Engineer Automation,PT Phincon,"Bandung,Jawa Barat",Rp 8 jt-12 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | Katalon,0
Data QA Engineer,Magna Solusi Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +12,0
QUALITY (QA) ENGINEER,PT. Asuransi Digital Bersama,"Jakarta Pusat,DKI Jakarta","Rp 5,6 jt-8,4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Quality Assurance,2
Data QA Engineer,Pt Digital Talent Indonesia,"Jakarta Barat,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +8,0
IT QA Engineer,Abishar Technologies,"Kab. Sleman,DI Yogyakarta","Rp 4,5 jt-5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),Postman Software | +9,0
QA Engineer (WFO Malang),Apique Resikindo Prima,"Malang,Jawa Timur",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+17 | API Testing,0
QA Lead,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 14 jt-15 jt,Kontrak,Lebih dari 10 tahun,Minimal Sarjana (S1),+2 | Lead Team,0
Software QA Engineer (Automation),SoftwareSeni,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+7 | Maestro,0
QA Staff,PT. CT Advance Technology,"Cilegon,Banten",Rp 5 jt-8 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | QA Testing,0
QA Engineer for Insurance Industry,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Katalon,0
QA Tester - Banking,PT Sigma Global Teknologi,"Tangerang Selatan,Banten","Rp 7 jt-7,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),WEB TEST | +3,2
Junior QA Engineer - English Speaker,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 7 jt-7,4 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+8 | SDLC,2
Quality Assurance (QA),Pt Jj Gloves Indo,"Kab. Klaten,Jawa Tengah","Rp 2,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Teamwork | +1 | Attention to Detail,0
Quality Assurance (QA),PT Seefluencer Digital Kreatif,"Kab. Tangerang,Banten","Rp 5,2 jt-5,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Manual Testing | Automation Testing,0
QA Civil Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
QUALITY ASSURANCE (QA),PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Rp 12 jt-16 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+3 | SDLC,0
QA Staff,PT. Bahari Prima Manunggal,"Jakarta Barat,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+4 | SSOP,0
QA M&E Engineer,PT Mintex Teknik Dan Peralatan Mesin,"Jakarta Selatan,DKI Jakarta",Rp 20 jt-22 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
Quality Assurance (QA) Intern - Hybrid,Artifisial Generatif Indonesia,"Tangerang Selatan,Banten",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Hybrid | QA Testing | +3,2
QA Reviewer,PT Code Development Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | QA Testing,0
Quality Assurance (QA),PT. Hama Smart Solution,"Kab. Bekasi,Jawa Barat",Rp 1 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Remote/Dari rumah,0
Software QA Intern,PT Omega Softindo,"Jakarta Barat,DKI Jakarta",Rp 1 jt-2 jt,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | +6 | QA Testing,1
QA Sample,PT Ameya Livingstyle Indonesia,"Kab. Bantul,DI Yogyakarta","Rp 3 jt-3,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Quality Assurance,0
Manual Tester,PT Sigma Global Teknologi,"Kab. Tangerang,Banten","Rp 5 jt-5,8 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+3 | Agile Methodologies,0
Software Tester (Automation Testing),PT Intikom Berlian Mustika,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-11 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+5 | cypress,0
Quality Assurance Tester,Krida Technologies,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Remote/Dari rumah,0
Quality Assurance Tester,Solusi Teknologi Kreatif,"Jakarta Selatan,DKI Jakarta","Rp 6,1 jt-9,2 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Automation Testing,0
Mid/ Senior QA Tester,Krenovator Sdn Bhd,"Tangerang,Banten",Rp 15 jt-40 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+4 | Remote/Dari rumah,0
QA Automation (Magento Automation),PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta",Rp 12 jt-12 jt,Kontrak,5–10 tahun,Minimal Sarjana (S1),+2 | Automation Testing,0
QA Tester Lead (Banking),PT Unilabel Pakindo Jaya,"Jakarta Barat,DKI Jakarta",Rp 11 jt-13 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Quality Assurance,0
Quality Assurance Tester,PT. Fortech Indotama,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-7 jt,Freelance,3–5 tahun,Minimal Sarjana (S1),+2 | QA Testing,0
Quality Assurance Tester,PT Total Cloud Solutions,"Jakarta Barat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Postman Software,0
Quality Assurance Tester,Assemblr World,"Bandung,Jawa Barat","Rp 1,7 jt-2 jt",Magang,Not Specified,Minimal Sarjana (S1),QA Testing | Quality Assurance | +1,0
Peneration Tester,PT Sawah Cyber Security,"Denpasar,Bali","Rp 6 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Defect Management,0
[Part Time] QA/Tester,PT. Timedoor Indonesia,"Denpasar,Bali","Rp 2 jt-2,4 jt",Paruh Waktu,Not Specified,Minimal SMA/SMK,QA Testing | +1 | Automation Testing,0
Quality Assurance (Middle Tester),PT. Deptech Digital Indonesia,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Quality Assurance | +3,0
Software Tester,Altek Citra Cemerlang,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),QA Testing | +5,0
QA Automation,Hipros,"Jakarta Timur,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Quality Assurance | Automation Testing,0
System Tester,Mobius Digital,"Jakarta Utara,DKI Jakarta",Rp 1 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Jira | +3,0
QA Automation,NBS (nusantara beta studio),"Jakarta Selatan,DKI Jakarta",Rp 1 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),Hybrid | +5,0
QA Automation,PT Pro Sigmaka Mandiri,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Katalon,0
IT Performance Tester,Pt. Swadharma Duta Data,"Jakarta Pusat,DKI Jakarta",Rp 7 jt-9 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+7 | SQL,0
QA Automation (SDET),PT Pronata Data Insani,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Selenium WebDriver,0
Penetration Tester,PT Computrade Technology International,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Burpsuite | Security Testing | +8,0
Automation Engineer (Rockwell Automation),Pro Worker,"Jakarta Selatan,DKI Jakarta",Rp 9 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),"+2 | Plc Rockwell (controllogix, Compactlogix, Micrologix)",0
QA Manual & Automation,PT Cartenz Technology Indonesia,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Attention to Detail,2
Penetration Tester,PT Xynexis International,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,0
QA Automation [Banking],PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6,8 jt-7,4 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+4 | Selenium WebDriver,0
IT QA Automation,PT Sigma Global Teknologi,"Tangerang Selatan,Banten","Rp 7,5 jt-9 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+2 | Regression Testing,0
Automation Engineer,Indoserako Sejahterta,"Kab. Sidoarjo,Jawa Timur",Rp 5 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | SCADA,0
Penetration Tester Lead,PT. ASABA DIGITAL INNOTECH,"Jakarta Selatan,DKI Jakarta","Rp 8,5 jt-13 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | QA Testing,0
Data Analyst Internship,CLYCKS DIGITAL,"Bandung,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Statistics | Microsoft Excel,0
Data Analyst,PT Tata Jago Utama (KABOBS Premium Kebab),"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+5 | Power BI,0
Data Analyst,Nusantara Sakti Group,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Business Improvement | +15,0
Data Analyst,Jamise Syari,"Bandung,Jawa Barat","Rp 5,5 jt-7,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+5 | Power BI,0
Data Analyst,PT Fan Integrasi Teknologi,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+3 | PyTorch,0
Data Analyst,PT. MEA DIGITAL MARKETING,"Bandung,Jawa Barat","Rp 4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Time Management,0
Data Analyst,PT. 4net Prima Solusi,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Power BI | +14,0
Data Analyst,Unitech Indonesia,"Malang,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Microsoft Excel,0
data analyst,Solutionlabs Grup Indonesia,"Kab. Sleman,DI Yogyakarta","Rp 3 jt-3,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Statistics | +6,0
Data Analyst,PT. Makmur Abadi Puri,"Jakarta Barat,DKI Jakarta",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Office | +8,0
Data Analyst,PT Hermes Solusi Integrasi,"Jakarta Timur,DKI Jakarta",Rp 8 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+7 | Data Visualization,0
Data Analyst,IYKRA (PT Pusat Inovasi Nusantara),"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | Data Analysis,0
Data Analyst,Vherkudara Eyewear,"Kab. Sleman,DI Yogyakarta","Rp 2,5 jt-3,3 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Data Entry,0
Data Analyst,HIGO,"Jakarta Barat,DKI Jakarta","Rp 5,7 jt-7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Data Analysis,0
Data Analyst,PT Hoco Asia Industry,"Jakarta Barat,DKI Jakarta",Rp 5 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+9 | Data Analysis,0
Data Analyst,PT Multi Lini Usaha,"Tangerang,Banten","Rp 7,5 jt-12 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Data analysis,0
Data Analyst,Pt Solusi Integrasi Pratama,"Kab. Tangerang,Banten","Rp 5 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+8 | Microsoft SQL Server,0
Data Analyst,ITsvirative.id,"Kab. Sleman,DI Yogyakarta","Rp 2,5 jt-3 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Visualization | Data Analysis | +8,0
Data Analyst,PT Kairos Utama Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-12 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+3 | Data Analysis,0
Data Analyst,Red Communication Indonesia,"Jakarta Pusat,DKI Jakarta","Rp 5,8 jt-6,2 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +7,0
Data Analyst,Pt. Tiga Daya Digital Indonesia,"Jakarta Timur,DKI Jakarta",Rp 7 jt-10 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),+6 | Data Analysis,0
Data Analyst,Pt Kreator Solusi Informasi,"Jakarta Timur,DKI Jakarta",Rp 6 jt-7 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Data Engineering,0
Data Analyst,PT. KEPUH KENCANA ARUM,"Kab. Mojokerto,Jawa Timur",Rp 4 jt-5 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Statistics | +5,0
Financial Data Analyst,PT Karya Maharendra Innovation,"Kab. Tangerang,Banten","Rp 7,5 jt-9 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,0
Staf Data Analyst,LAZ Abulyatama Indonesia,"Bandung,Jawa Barat","Rp 1,8 jt-2,6 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Statistics | +6 | Google Sheets,0
Admin Data Analyst,Staff Inc Affiliator - Tiurma C***,"Tangerang Selatan,Banten",Rp 6 jt-7 jt,Kontrak,1–3 tahun,Minimal SMA/SMK,+2 | Data Analysis,0
Admin Data Analyst,PT GIAT KARYA NUSANTARA,"Kab. Bandung Barat,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Data Analysis,0
Senior Data Analyst,Foodizz,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+5 | Financial Analysis,0
Intern-Data Analyst,AHA Commerce,"Jakarta Barat,DKI Jakarta","Rp 2,5 jt-2,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Statistics | +1 | Microsoft Excel,1
Data Engineer/Data Analyst,PT Pro Sigmaka Mandiri,"Jakarta Utara,DKI Jakarta",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Tableau | +4,0
Data Scientist,PT. DELTA NUANSA NIRWANA,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),MongoDB | +9,0
Data Scientist,PT Avows Technologies,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-8,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),PostgreSQL | +8,0
Data Scientist,Bvarta,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Predictive Analytics | +6,0
Data Scientist,Dnalytics Consulting,"Jakarta Utara,DKI Jakarta",Rp 1 jt-1 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +3,0
Data Scientist,Groopy,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Pandas,0
Data Scientist,PT. Hitech Smart Solution,"Jakarta Selatan,DKI Jakarta",Rp 3 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Data Modeling | +3 | Microsoft SQL Server,0
Data Scientist,PT. Hypefast Karya Nusantara,"Jakarta Selatan,DKI Jakarta","Rp 5,7 jt-8,1 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Tableau | +9,0
Data Scientist,PT Karsa Omni Teknologi Adicipta,"Jakarta Barat,DKI Jakarta",Rp 10 jt-15 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
Data Engineer / Data Scientist (Banking),PT Avows Technologies,"Jakarta Selatan,DKI Jakarta","Rp 8,5 jt-9 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Data Processing,2
Data Analyst / Engineer / Scientist,Metrocom Jaddi Technology,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-9 jt,Kontrak,3–5 tahun,Minimal Sarjana (S1),JSON | +5,2
Staff Data Analyst dan Scientist,PT Arqom Technology Innovation,"Kab. Bantul,DI Yogyakarta","Rp 2,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Visualization | +1 | Data Analysis,0
Data Engineer,PT Badr Interactive,"Depok,Jawa Barat",Rp 7 jt-10 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Hybrid | +4,0
Data Engineer,PT Pronata Data Insani,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),SQL | +8,0
Formulation Scientist,CV Kuda Sadara,"Kab. Bogor,Jawa Barat",Rp 4 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Research and Development (R&D),0
Data Engineer,Magna Solusi Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Talend | +13,0
Data Engineer,Nodewave Indonesia,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),"Data Infrastructure | +5 | Extract, Transform, Load (ETL)",0
Data Engineer,IDE Asia,"Jakarta Selatan,DKI Jakarta","Rp 7,2 jt-11 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),ETL | +3,0
Data Engineer,Pt. Solusi Pembayaran Elektronik,"Tangerang,Banten",Rp 9 jt-13 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),Hybrid | +20,0
Data Engineer,PT Tricada Intronik,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Python | +3,0
Data engineer,FYC Agency,"Tangerang Selatan,Banten","Rp 5,5 jt-7,5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+5 | Data Integration | Artificial Intelligence,0
Data Engineer,PT. Aigen Global Teknologi,"Surabaya,Jawa Timur",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+10 | Pentaho,0
Data Engineer,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 6 jt-7,7 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+3 | Linux,0
Data Engineer,Bvarta,"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),ETL | +3,0
DATA ENGINEER,PT Pasti Makmur Abadi,"Jakarta Barat,DKI Jakarta",Rp 6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Analytical Skills,0
Data Engineer,Altek Citra Cemerlang,"Jakarta Pusat,DKI Jakarta",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),+4 | SQL,0
Principal data architect,Arnatech,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+2 | Artificial Intelligence,0
Senior Data Engineer,Wispex,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),Bash | +9,0
Principal Data Insight Expert,PT Tricada Intronik,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Business Growth Strategy | +4,0
Operator Data Entry,PT. BELANJA TEKNIK SEJAHTERA,"Bogor,Jawa Barat",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Administration | +3,0
Data Engineer,Celerates,"Tangerang Selatan,Banten",Rp 6 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+5 | Google Cloud Platform,0
Data Engineer,PT TechTiera Services Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 10 jt-20 jt,Penuh Waktu,5–10 tahun,Minimal Sarjana (S1),+2 | Cloudera,0
Data Engineer,PT Imecon Teknindo,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-11 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Apache Spark,0
Data Engineer,IYKRA (PT Pusat Inovasi Nusantara),"Jakarta Selatan,DKI Jakarta",Rp 9 jt-13 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Data Processing | +3,0
Data Engineer,Pt Kreator Solusi Informasi,"Surabaya,Jawa Timur",Rp 6 jt-7 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | ETL,0
Internship Data Engineer,Kumparan,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),Python | ETL | Microsoft SQL Server,0
Data Engineer (ETL),Lawencon International,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),MongoDB | +10,0
Data Engineer (Freelance),PT Data Labs Analytics,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-8 jt,Freelance,1–3 tahun,Minimal Sarjana (S1),+4 | Data Pipeline,0
Sr. Data Engineer,Alphalitical,"Jakarta Selatan,DKI Jakarta",Rp 8 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Hybrid | +5,0
Data Engineer (ETL) - Banking,PT Sigma Global Teknologi,"Jakarta Selatan,DKI Jakarta","Rp 7,2 jt-11 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+6 | SQL,2
Data Engineer (Project Based),GITS Indonesia,"Tangerang Selatan,Banten",Tidak Ditampilkan,Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),+7 | ETL,0
Data Center Engineer Staff,Mahavira System Integra,"Jakarta Timur,DKI Jakarta","Rp 5,2 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Data Center,0
Machine Learning Engineer,PT Prima Vista Solusi,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Artificial Intelligence,0
Machine Learning Engineer,PT Abhimantra Sistem Solusindo,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Data Processing,0
Machine Learning Application Engineer,Cad-it Iot Centre,"Bandung,Jawa Barat","Rp 6,5 jt-8 jt",Kontrak,Not Specified,Minimal Sarjana (S1),+7 | English Language | Data Analysis,0
Machine Maintenance Engineer,PT Wise Manajemen Indonesia,"Kab. Tangerang,Banten","Rp 4,6 jt-4,9 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Electricity | +5,0
AI ENGINEER,PT Media Periklanan Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-8 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),Neural Network | +9,0
Machine Maintenance Engineer,Joyboy Claw Machine,"Kab. Badung,Bali",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Mechanical Maintenance | +4,0
ML Ops Engineer/ ML Engineer,PT Indonesia Tekno Kreatif.,"Kab. Karawang,Jawa Barat",Rp 6 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+13 | Kafka,1
Machine Engineer Specialist FMCG Food,PT. Solusi Pangan Kita,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Plc Basic,0
Operator Machine,PT Borneo Mandiri Investment,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+10 | Custom Product,0
AI/ML Engineer,PT Tricada Intronik,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | PyTorch,0
AI Engineer,Duluin Group,"Bandung,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Machine Learning,0
AI Engineer,Pt Dua Empat Tujuh,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Kontrak,Not Specified,Minimal Sarjana (S1),Machine Learning | Data Engineering | +8,0
AI Engineer,PT DUA DARA MEDIA (CLICKBAIT),"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Redis,0
AI ENGINEER,Pt Lemone Surya Indonesia,"Jakarta Barat,DKI Jakarta",Rp 10 jt-12 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Machine Learning | +4,0
