job_title,company_name,location,salary_range,job_type,experience_level,education_req,job_requirements,cluster_prediction
HR Recruitment,PT TOPSELL RAHARJA INDONESIA,"Mojokerto,Jawa Timur",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Google Sheets | +8,0
Staff HR Recruitment,PT Agung Sejahtera Sidoraharjatex (Agungtex),"Kab. Karanganyar,Jawa Tengah","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Human Resource Development (HRD) | +9,0
HR Recruitment,WaoW,"Kab. Tangerang,Banten","Rp 4 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Payroll | +5,0
HR Recruitment & Training,Tembesu Group,"Bandar Lampung,Lampung",Tidak Ditampilkan,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),+6 | Recruitment,2
HR MANAGER,AADK,"Surabaya,Jawa Timur",Rp 7 jt-9 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Recruitment,0
HR Generalist,PT Digital Wings Indonesia,"Jakarta Utara,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | HR Administration,0
HR Manager,Dewa Motor,"Bekasi,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | HRIS Database Management,0
HR generalist,PT RIN Group,"Tangerang Selatan,Banten","Rp 4,5 jt-6 jt",Penuh Waktu,5–10 tahun,Minimal Diploma (D1 - D4),+4 | HRIS Database Management,0
Human Resources (HR) Coordinator,CV Mitra Jaya Fried Chicken,"Denpasar,Bali",Rp 3 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Talent Management,2
Head HR & Recruitment,Honda IBRM,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+6 | Human Resources Management,2
HR Manager,TPM GROUP (PT TRIMITRA PUTRA MANDIRI),"Jakarta Selatan,DKI Jakarta",Rp 8 jt-12 jt,Penuh Waktu,5–10 tahun,Minimal Pendidikan Profesi,+7 | HR Administration,0
HR Generalist,MGS Indonesia,"Kab. Bantul,DI Yogyakarta","Rp 3,5 jt-4,3 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Excel,0
HR Recruitment Specialist,Bianda Scarf,"Cimahi,Jawa Barat","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Recruitment | +3,0
HR Staff,PT Mempeng Pilar Kreasi,"Surakarta,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Erp Computer Based Human Resource  Management | +11,0
Administrator HR,PT BAHAGIA INDO PERSADA,"Jakarta Utara,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Administration | +5,0
HR GENERALIST,PT Graha Jaya Pratama Kinerja,"Jakarta Barat,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Office,0
HR Generalist,MG Box,"Kab. Bantul,DI Yogyakarta","Rp 1,7 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+7 | Google Sheets,0
HR generalist,CV Karya Bintang Abadi,"Yogyakarta,DI Yogyakarta","Rp 3,5 jt-4,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Recruitment,0
Human Resources (HR) Coordinator,PT Inti Katamata,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-6 jt,Kontrak,1–3 tahun,Minimal Diploma (D1 - D4),Administration | +5,2
HR Generalist,PT. MOMAZ KREASI INDONESIA,"Bandung,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Human Resource Development (HRD),0
HR Intern,PT Pratama Interdana Finance,"Jakarta Selatan,DKI Jakarta","Rp 1 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Recruitment | +3 | People Development,1
HR Recruitment,PT Nabawi Herbal Indonesia,"Depok,Jawa Barat","Rp 4 jt-4,5 jt",Kontrak,1–3 tahun,Minimal Sarjana (S1),+2 | HRIS Database Management,0
HR RECRUITMENT STAFF,PT. Komitrando Emporio,"Kab. Bantul,DI Yogyakarta","Rp 3,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+9 | Human Resource Development (HRD),0
HR Recruitment,Agung corporation,"Bekasi,Jawa Barat",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Recruitment | +3,0
HR Recruitment,TPM GROUP (PT TRIMITRA PUTRA MANDIRI),"Banjarmasin,Kalimantan Selatan",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +3,0
HR Recruitment,PT Sinergi Insan Andalan,"Yogyakarta,DI Yogyakarta","Rp 2,3 jt-2,6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Google Docs,0
HR Recruitment Specialist,PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta",Rp 6 jt-15 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Psychological Assessment | +8,0
HR RECRUITMENT STAFF,Ocean Media,"Jakarta Utara,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Administration,0
HR Recruitment & Training,PT. Era Mulia Abadi Sejahtera (EMAS CORP),"Batu,Jawa Timur","Rp 2,5 jt-3,5 jt",Kontrak,3–5 tahun,Minimal Sarjana (S1),+4 | Human Resource Development (HRD),2
HR RECRUITMENT / OFFICER,PT. Satria Abdi Persada,"Jakarta Selatan,DKI Jakarta","Rp 5,5 jt-5,7 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Recruitment,2
HR Generalist (Recruitment & Development),PT Adi Reka Mapras Samasta (BARBERIA INDONESIA),"Kab. Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Office | +3,2
HR Recruitment and Selection,CV Borneo Store,"Banjarmasin,Kalimantan Selatan","Rp 2,7 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+6 | HR Administration,0
Human Resource (Recruitment),PT. Pick Arpu Technology,"Jakarta Selatan,DKI Jakarta","Rp 4 jt-5,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Human Resource Development (HRD),0
HR Recruitment Staff,PT Tik Star Media Indonesia,"Kab. Tangerang,Banten","Rp 4,5 jt-6 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Recruitment,0
HR Recruitment,PT Pro-Int Dinamika,"Jakarta Barat,DKI Jakarta","Rp 5,5 jt-6 jt",Kontrak,Not Specified,Minimal Sarjana (S1),Technical Job Recruitment | +2 | HR Administration,0
HR Recruitment / Talent Acquisition,Confidential Company,"Kab. Tangerang,Banten",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Analytical Skills,2
Recruitment and people development,PT. Pandu Inovasi Investama,"Jakarta Timur,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+5 | People Development,0
HR Recruitment (Ambon),PT. Micro Madani Institute,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Communication Skills | +1 | Recruitment,0
HRD Recruitment,GMT Specialist Sparepart Handphone,"Kab. Deli Serdang,Sumatera Utara",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Microsoft Outlook | +9,0
Internship / Magang Mahasiswa,Pt Usaha Saudara Mandiri,"Tangerang,Banten",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,Communication | Microsoft Office | +1,2
Legal Consultant (Internship Program),Smartlegal.id,"Jakarta Selatan,DKI Jakarta","Rp 1 jt-1,1 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+1 | Legal Compliance | Legal Research,0
Recruitment Internship (Internship Program),PT. Lima Solae Group,"Surabaya,Jawa Timur",Tidak Ditampilkan,Magang,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Interviewing Skills,0
Legal Internship,Lux Entertainment,"Cimahi,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | +7 | Legal Compliance,0
Program Magang / Internship,Dekayu Indonesia,"Yogyakarta,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Hybrid | Content Writing,2
Front Office (On the Job Training),PT Jangan Lupa Pulang,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+1 | Positive Attitude | Communicative,0
FB Product (On The Job Training),PT Jangan Lupa Pulang,"Kab. Sleman,DI Yogyakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Positive Attitude | Cook,0
KOL & Affiliate Internship (Paid Internship),LUMECOLORS,"Tangerang,Banten","Rp 1,2 jt-2,3 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Data Entry | Microsoft Excel | +3,2
Internship Program,Costus Garden Indonesia,"Bogor,Jawa Barat",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Civil Engineering | +10,0
Content Creator Internship (Paid Internship),PT Senyum Karya Muda (PUTIH by Dentist),"Tangerang,Banten","Rp 1 jt-1,3 jt",Magang,Not Specified,Minimal SMA/SMK,+2 | Content Strategy | Content Marketing,0
Legal Internship,DHH LAW FIRM,"Jakarta Selatan,DKI Jakarta",Rp 3 jt-4 jt,Magang,Not Specified,Minimal Sarjana (S1),+1 | Legal | Legal Research,0
Legal internship,Erzad Kasshiraghi & Partners,"Jakarta Timur,DKI Jakarta",Rp 1 jt-2 jt,Magang,Not Specified,Minimal SMA/SMK,+1 | Legal Compliance | Legal Research,0
Tax Internship,PT Coolvita Maju Sehat,"Kab. Tangerang,Banten",Rp 2 jt-3 jt,Magang,Not Specified,Minimal Sarjana (S1),Tax Reporting | +1 | Tax Audit,0
Tax Internship,PT Penta Artha Impressi,"Jakarta Barat,DKI Jakarta","Rp 1,5 jt-1,8 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Coretax | Taxation,0
INTERNSHIP /MAGANG MAHASISWA HUKUM - BANDUNG,EASYLEGAL,"Bandung,Jawa Barat","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal SMA/SMK,Legal Advice | +1 | Legal Compliance,2
Magang Finance (Unpaid Internship),Radian Edu Solution Head Office,"Depok,Jawa Barat",Tidak Ditampilkan,Magang,Not Specified,Minimal Diploma (D1 - D4),Target Oriented | Customer Service | +9,2
Internship Video Editor,PT Inspirasi Solusi Kreatif,"Jakarta Barat,DKI Jakarta",Rp 1 jt-1 jt,Magang,Not Specified,Minimal Diploma (D1 - D4),Hybrid | +7 | Capcut,0
I3L Internship Program,Indonesia International Institute For Life Sciences,"Jakarta Timur,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal SMA/SMK,+2 | Microsoft Office | Data Entry,0
PAID INTERNSHIP - AGRONOMIST,PT Adhiguna Samasta Harsa,"Kab. Karanganyar,Jawa Tengah",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Teamwork | +1 | Agriculture,2
Paid Internship Social Media Specialist,Bunk Bed And Breakfast,"Yogyakarta,DI Yogyakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal SMA/SMK,Content Marketing | +3 | Content Creation,0
Internship,Marquee Executive Offices,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Magang,Not Specified,Minimal Sarjana (S1),Hybrid | Data Entry | +12,0
Internship Video Editor & Design,Travel Buddies,"Jakarta Timur,DKI Jakarta","Rp 1 jt-1,5 jt",Kontrak,Not Specified,Minimal SMA/SMK,Graphic Design | +4 | Logo Design,2
Paid Internship (Magang Kerja dengan Gaji) Full-Time,PT Gapai Cita Rahardjo,"Kab. Sleman,DI Yogyakarta",Rp 1 jt-1 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Administration | +1 | Microsoft Excel,2
Program Magang Divisi Kreatif (Internship),Magna Education,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal SMA/SMK,Microsoft Office | +3 | Creative Planning,0
Teller (Paid Internship),PT BPR Daya Perdana Nusantara,"Kab. Bogor,Jawa Barat",Rp 3 jt-4 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Administration | Communication Skills,0
Accounting Paid Internship,Hiveworks Indonesia,"Tangerang,Banten","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),Tax Accounting | +1 | Microsoft Excel,0
Internship ( Magang ),Olympic Hotel & KTV,"Jakarta Barat,DKI Jakarta",Rp 1 jt-1 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Housekeeping | Hotel Reception,2
Admin Transport (Paid Internship),PT Tirtamas Coldstorindo Logistik,"Surabaya,Jawa Timur","Rp 1,7 jt-1,9 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),Data Entry | Microsoft Excel | +3,0
Admin Finance Paid Internship,SJM Mitra Trading,"Kab. Bandung,Jawa Barat","Rp 1 jt-2,5 jt",Magang,Not Specified,Minimal Diploma (D1 - D4),+2 | Accounting | Accurate,0
Paid Internship Purchasing,PT. Mirota KSM,"Kab. Sleman,DI Yogyakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal SMA/SMK,+2 | Microsoft Office | Purchasing,0
Management Trainee,PT BTYK,"Jakarta Barat,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +9,0
Management Trainee Program,One Third Consulting and Abroad: OTCA,"Malang,Jawa Timur",Rp 3 jt-6 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Leadership | Presentation Skills,0
Management Trainee,PT Sumber Daya Alamindo,"Tangerang,Banten",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Administration,0
Management Trainee,Greenfund,"Jakarta Utara,DKI Jakarta",Rp 6 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Strong Communication Skills,0
Management Trainee,BAKMI AKIU,"Denpasar,Bali","Rp 3,5 jt-5 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Leadership Training | +3 | Training,0
Management Trainee,PT SOLUSI ARTHA MANDIRI,"Jakarta Selatan,DKI Jakarta",Rp 5 jt-10 jt,Penuh Waktu,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Salesforce,0
Management Trainee,PT Alta Thomas Mandiri Indonesia,"Tangerang,Banten","Rp 3,8 jt-4 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+2 | Microsoft Office | Spatial Analysis,0
Management Trainee,Jati Kencana Beton Ungaran,"Kab. Semarang,Jawa Tengah","Rp 3,5 jt-4,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),Project Planning | +5 | Team Management,0
Management Trainee,CV SUPER PAQINDO,"Kab. Gresik,Jawa Timur","Rp 4,5 jt-6 jt",Kontrak,Not Specified,Minimal Sarjana (S1),+1 | Data Analysis | Product Analysis,0
Management Trainee,PT HIT International,"Jakarta Selatan,DKI Jakarta",Rp 7 jt-9 jt,Kontrak,1–3 tahun,Minimal Sarjana (S1),+6 | Project Management,0
management trainee,PT Kencana Megah Semesta,"Kab. Bogor,Jawa Barat",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+2 | Management Consulting,0
Management Trainee,MEVAL Indonesia,"Surakarta,Jawa Tengah","Rp 2 jt-2,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,B2B Sales | Sales and Marketing | +8,0
Management Trainee,Siip laundry self service,"Kab. Sleman,DI Yogyakarta","Rp 2 jt-2,3 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Administration | Microsoft Excel,0
Management Trainee,CV. Vicci,"Bandung,Jawa Barat",Rp 3 jt-5 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+4 | Teaching,0
Management Trainee,Alva Mitra,"Bogor,Jawa Barat",Rp 4 jt-8 jt,Kontrak,Not Specified,Minimal Sarjana (S1),Project Management | +5 | Corporate Finance,0
Management Trainee,Integrity Bali,"Denpasar,Bali","Rp 3 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +5,0
MANAGEMENT TRAINEE,PT. MITRA KRIDA MANDIRI,"Kab. Badung,Bali","Rp 3,5 jt-5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Microsoft Office | +3,0
Management Trainee (KOL),PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta",Rp 5 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | TikTok | Microsoft Excel,0
Management Trainee - Operational,PT. Sumber Sarana Putra,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,Not Specified,Minimal Sarjana (S1),Procurement | +4 | Logistics Management,2
Management Trainee (MT) Program,Bantu Ecommerce (BE Agency),"Bekasi,Jawa Barat",Rp 5 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +11,2
Operation - Management Trainee,PT HiGood Live Jakarta,"Jakarta Pusat,DKI Jakarta","Rp 5,5 jt-8 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+2 | Obs Live Stream | Leadership,2
Venture Management Trainee,PT Terang Bumi Sejahtera,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
Wealth Management Trainee,PT KASIH SEJATI BERLIMPAH,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Hybrid | +3,0
STORE MANAGEMENT TRAINEE,iLuFA Distribusindo,"Surakarta,Jawa Tengah","Rp 2,4 jt-3,6 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Store Management,0
Junior Management Trainee,DEPEARL,"Surabaya,Jawa Timur",Rp 4 jt-6 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Marketing Strategy | +1 | Social Media,0
Management Trainee Produksi,PT. VOK Electrical Appliances Indonesia,"Kab. Kendal,Jawa Tengah","Rp 3 jt-3,5 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),English Language | Microsoft Excel | +3,0
MANAGEMENT TRAINEE - TAX,PT Armada Autotara,"Jakarta Barat,DKI Jakarta",Rp 5 jt-8 jt,Kontrak,Not Specified,Minimal Sarjana (S1),Microsoft Excel | +3 | Tax Planning,2
Management Trainee - Marketing,PT ARION INDONESIA,"Malang,Jawa Timur",Rp 3 jt-4 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+7 | Content Strategy,2
Business Management Trainee (Internship),PT. Kitar Technology Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 3 jt-4,5 jt",Magang,Not Specified,Minimal Sarjana (S1),Communication Skills | +3 | Negotiation Skills,0
MANAGEMENT TRAINEE — Operasional & Teknik,Yidukasi Teknologi Indonesia,"Yogyakarta,DI Yogyakarta",Rp 3 jt-5 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+10 | Project Management | Mechanical Equipment,2
Fresh Graduate Management Training Program (Onsite),Deliveree Indonesia,"Jakarta Selatan,DKI Jakarta",Rp 6 jt-6 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | Business Development | Operations Management,0
Sales (Fresh Graduate),Zeppelin Indonesia,"Jakarta Barat,DKI Jakarta","Rp 4 jt-4,5 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+5 | B2B Sales | Sales and Marketing,0
TELESALES (FRESH GRADUATE),PT Sinar Jernih Suksesindo,"Yogyakarta,DI Yogyakarta","Rp 2,7 jt-2,9 jt",Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),+1 | Customer Service | Sales and Marketing,0
Teknisi Smartphone (Fresh Graduate),iMoji Service,"Surabaya,Jawa Timur",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,Communication Skills | +3 | Problem Solving,0
Direct Sales Executive ( Fresh Graduate / Lulusan Baru ),PT. Rabit Teknologi Pintar,"Jakarta Barat,DKI Jakarta","Rp 4 jt-5,7 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+1 | Account Management | Sales and Marketing,2
ADMIN (FRESH GRADUATE SMK),PT MITRA BAHAGIA CITRA MEDIKA,"Surabaya,Jawa Timur","Rp 4,5 jt-4,8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,Administration | Microsoft Office | +1,0
Account Executive (Fresh Graduate Welcome),Saras Subur Abadi,"Jakarta Utara,DKI Jakarta","Rp 5 jt-5,8 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Customer Relationship Management,0
Telemarketing (Domisili Bali) (Fresh Graduate),Triyana Group,"Denpasar,Bali",Rp 2 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Telesales,2
Junior Accountant / Accounting Staff (Fresh Graduate),Kognisi Inspiratif Seren,"Jakarta Utara,DKI Jakarta","Rp 4 jt-5,9 jt",Penuh Waktu,Not Specified,Minimal Sarjana (S1),+6 | Accounting | Microsoft Excel,2
SALES TRAINEE PROGRAM,PT Astra International Tbk - Isuzu Sales Operation,"Semarang,Jawa Tengah","Rp 1,8 jt-2,5 jt",Magang,1–3 tahun,Minimal SMA/SMK,Marketing Communications | +9,0
PruVenture Development Program,INFINITY Group,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Hybrid | +9,0
Admin Marketplace & Sosial Media (Fresh Graduate),Nordtime Indonesia,"Surabaya,Jawa Timur","Rp 2 jt-2,8 jt",Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Customer Relations | Customer Service,2
MASS INTERNSHIP - Mahasiswa aktif & Fresh Graduate,PT Meta Kreasi Indonusa (Immers Asia Corp),"Jakarta Selatan,DKI Jakarta","Rp 1 jt-1,2 jt",Magang,Not Specified,Minimal Sarjana (S1),+10 | Office Administration | Google Sheets,2
URGENT! PENAGIH LAPANGAN FRESH GRADUATE ADIRA CILEDUG,PT DESKCOL INDONESIA SEJAHTERA,"Tangerang,Banten",Rp 5 jt-8 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Collection | +1 | Customer Service,0
PROGRAM AMBASADOR,PT. Idea Indonesia Tbk,"Makassar,Sulawesi Selatan","Rp 1 jt-3,8 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+3 | Communicative,0
Program Pendayagunaan,Taman Zakat Indonesia,"Kab. Sidoarjo,Jawa Timur","Rp 2,5 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Marketing Communications | +8,0
PROGRAM OFFICER,TEMAN BAIK,"Kab. Sidoarjo,Jawa Timur","Rp 2,5 jt-4 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+3 | Time Management,0
URGENT! PENAGIH LAPANGAN FRESH GRADUATE ADIRA ALAM SUTRA,PT DESKCOL INDONESIA SEJAHTERA,"Tangerang Selatan,Banten",Rp 5 jt-8 jt,Penuh Waktu,Not Specified,Minimal Diploma (D1 - D4),Data Collection | +1 | Negotiation Skills,0
Admin Program,Nyaman Coffee & Eatery,"Kab. Sragen,Jawa Tengah",Rp 1 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),Office Administration | +4,0
Program Manager,Solve Education!,"Bandung,Jawa Barat",Rp 4 jt-8 jt,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),+11 | Team Management,0
Program Coordinator,Yayasan HOPE Indonesia,"Jakarta Selatan,DKI Jakarta","Rp 5 jt-6,5 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Project Management,0
Marketing Program,Proptechnesia,"Depok,Jawa Barat",Rp 1 jt-2 jt,Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+4 | Marketing Management,0
Affiliate Program,FP One Agency,"Jakarta Pusat,DKI Jakarta",Rp 1 jt-2 jt,Freelance,Not Specified,Minimal SMA/SMK,Hybrid | Content Marketing | +9,0
Intership Program,Brand Hermits,"Kab. Tangerang,Banten","Rp 1 jt-1,5 jt",Magang,Not Specified,Minimal SMA/SMK,+7 | Customer Service | Photo Editing,0
Program Officer Filantropi,PT. Yooka Arana Niaga,"Bandung,Jawa Barat","Rp 3 jt-3,5 jt",Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+4 | Microsoft Word,0
Pruventure development program,PT BTYK,"Jakarta Barat,DKI Jakarta",Rp 6 jt-10 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),Business Analysis | +4,0
Account Excutive Program,Bimbingan Alumni,"Depok,Jawa Barat",Rp 4 jt-5 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Sales and Marketing,0
Management Associate Program,PT Kreasi Muda Bangsa,"Jakarta Barat,DKI Jakarta",Rp 6 jt-8 jt,Penuh Waktu,Not Specified,Minimal Sarjana (S1),+1 | Business Development | Business Negotiation,0
Staff Program Pangan,Asar Humanity,"Depok,Jawa Barat","Rp 5 jt-6,2 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Project Management | +5,0
Administrator,PT JAYA MULIA MANDALA,"Kab. Malang,Jawa Timur",Rp 1 jt-3 jt,Penuh Waktu,1–3 tahun,Minimal Sarjana (S1),+6 | Customer Service,0
Administrator,POWER TRADING,"Jakarta Utara,DKI Jakarta",Rp 4 jt-6 jt,Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Microsoft Excel,0
Administrator,PT Kimbratas (LifeChem),"Kab. Tangerang,Banten","Rp 5 jt-5,5 jt",Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Administration | +9,0
Administrator,AYANG ACCESORIES,"Jakarta Barat,DKI Jakarta","Rp 4 jt-4,5 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,Microsoft Office | +3,0
Administrator,PT. Zayn Reychi Eternal,"Kab. Bekasi,Jawa Barat",Rp 2 jt-3 jt,Penuh Waktu,Not Specified,Minimal SMA/SMK,+2 | Microsoft Excel | Customer Service,0
Administrator,PT Derma Sembilan Indonesia,"Semarang,Jawa Tengah","Rp 3,5 jt-3,7 jt",Penuh Waktu,1–3 tahun,Minimal Diploma (D1 - D4),+2 | Data Entry,0
Administrator,Global Hospitality Sukabumi,"Sukabumi,Jawa Barat","Rp 1,8 jt-2 jt",Penuh Waktu,1–3 tahun,Minimal SMA/SMK,+2 | Administration,0
Administrator,PT FANOS ASIA,"Batam,Kepulauan Riau","Rp 4 jt-4,5 jt",Kontrak,3–5 tahun,Minimal Diploma (D1 - D4),+2 | Microsoft Excel,0
Office Administrator,PT. MLV Teknologi,"Jakarta Selatan,DKI Jakarta",Tidak Ditampilkan,Penuh Waktu,3–5 tahun,Minimal Sarjana (S1),Office Administration | +4,0
